timestamp,session_id,raw_icp_text,normalized_icp_json,apollo_companies_count,coresignal_enriched_count,leads_generated_count,domain_enrichment_attempts,domain_enrichment_successes,processing_time_seconds,errors
2025-09-29T02:07:01.010379,4142deb3,"Primary Persona: Tech-Forward CEO 
Company Size: 10-50 employees, $1-10M ARR 
Industry: AI/ML startups, SaaS companies, Tech services 
Pain Points: 
Manual sales processes consuming 40-60% of team time 
Inconsistent pipeline due to limited resources 
Difficulty scaling outbound without expanding headcount 
Need for 7x ROI improvement to compete with larger players 
Secondary Persona: Growth-Focused CTO 
Background: Technical leader juggling product development and revenue growth 
Challenges: 
Pressure to implement AI solutions that align with business outcomes 
Need to balance internal AI efficiency with customer-facing features 
Managing fragmented sales tech stack (average 10+ tools) 
Tertiary Persona: Overwhelmed Sales Manager 
Profile: Managing small sales teams (2-8 reps) with aggressive targets 
Key Issues: 
Lost deals due to delayed follow-ups (hours to days response time) 
Inability to personalize outreach at scale 
Lack of consistent lead scoring and prioritization","{""personas"":[{""name"":""Tech-Forward CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive|Chief).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]},{""name"":""Growth-Focused CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]},{""name"":""Overwhelmed Sales Manager"",""title_regex"":[""^(Manager|Mgr\\.).*""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":1000000,""max"":10000000},""industries"":[""AI/ML"",""SaaS"",""Tech Services""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""AI"",""ML"",""SaaS""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""AI"",""ML"",""SaaS"",""Tech Services"",""Startup""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Tech-Forward CEO"",""Growth-Focused CTO"",""Overwhelmed Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,4,0,5,0,47.118669748306274,[]
2025-09-29T02:11:50.638253,2acbb9ad,"Primary Persona: Tech-Forward CEO 
Company Size: 10-50 employees, $1-10M ARR 
Industry: AI/ML startups, SaaS companies, Tech services 
Pain Points: 
Manual sales processes consuming 40-60% of team time 
Inconsistent pipeline due to limited resources 
Difficulty scaling outbound without expanding headcount 
Need for 7x ROI improvement to compete with larger players 
Secondary Persona: Growth-Focused CTO 
Background: Technical leader juggling product development and revenue growth 
Challenges: 
Pressure to implement AI solutions that align with business outcomes 
Need to balance internal AI efficiency with customer-facing features 
Managing fragmented sales tech stack (average 10+ tools) 
Tertiary Persona: Overwhelmed Sales Manager 
Profile: Managing small sales teams (2-8 reps) with aggressive targets 
Key Issues: 
Lost deals due to delayed follow-ups (hours to days response time) 
Inability to personalize outreach at scale 
Lack of consistent lead scoring and prioritization","{""personas"":[{""name"":""Tech-Forward CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive|Chief Exec).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]},{""name"":""Growth-Focused CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]},{""name"":""Overwhelmed Sales Manager"",""title_regex"":[""^(Manager|Mgr\\.).*""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":1000000,""max"":10000000},""industries"":[""AI/ML"",""SaaS"",""Tech Services""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""AI"",""ML"",""SaaS""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""AI"",""ML"",""SaaS"",""Tech Services"",""Startup""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Tech-Forward CEO"",""Growth-Focused CTO"",""Overwhelmed Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,4,0,5,0,46.941197872161865,[]
2025-09-29T02:13:13.376446,73b65060,"Primary Persona: Tech-Forward CEO 
Company Size: 10-50 employees, $1-10M ARR 
Industry: AI/ML startups, SaaS companies, Tech services 
Pain Points: 
Manual sales processes consuming 40-60% of team time 
Inconsistent pipeline due to limited resources 
Difficulty scaling outbound without expanding headcount 
Need for 7x ROI improvement to compete with larger players 
Secondary Persona: Growth-Focused CTO 
Background: Technical leader juggling product development and revenue growth 
Challenges: 
Pressure to implement AI solutions that align with business outcomes 
Need to balance internal AI efficiency with customer-facing features 
Managing fragmented sales tech stack (average 10+ tools) 
Tertiary Persona: Overwhelmed Sales Manager 
Profile: Managing small sales teams (2-8 reps) with aggressive targets 
Key Issues: 
Lost deals due to delayed follow-ups (hours to days response time) 
Inability to personalize outreach at scale 
Lack of consistent lead scoring and prioritization","{""personas"":[{""name"":""Tech-Forward CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive|Chief).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]},{""name"":""Growth-Focused CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]},{""name"":""Overwhelmed Sales Manager"",""title_regex"":[""^(Manager|Mgr\\.).*""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":1000000,""max"":10000000},""industries"":[""AI/ML"",""SaaS"",""Tech Services""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""AI"",""ML"",""SaaS""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""AI"",""ML"",""SaaS"",""Tech Services"",""Startup""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Tech-Forward CEO"",""Growth-Focused CTO"",""Overwhelmed Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,3,0,5,0,31.826909065246582,[]
2025-09-29T02:15:51.596227,fc132083,"Primary Persona: Tech-Forward CEO 
Company Size: 10-50 employees, $1-10M ARR 
Industry: AI/ML startups, SaaS companies, Tech services 
Pain Points: 
Manual sales processes consuming 40-60% of team time 
Inconsistent pipeline due to limited resources 
Difficulty scaling outbound without expanding headcount 
Need for 7x ROI improvement to compete with larger players 
Secondary Persona: Growth-Focused CTO 
Background: Technical leader juggling product development and revenue growth 
Challenges: 
Pressure to implement AI solutions that align with business outcomes 
Need to balance internal AI efficiency with customer-facing features 
Managing fragmented sales tech stack (average 10+ tools) 
Tertiary Persona: Overwhelmed Sales Manager 
Profile: Managing small sales teams (2-8 reps) with aggressive targets 
Key Issues: 
Lost deals due to delayed follow-ups (hours to days response time) 
Inability to personalize outreach at scale 
Lack of consistent lead scoring and prioritization","{""personas"":[{""name"":""Tech-Forward CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive|Chief Exec).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]},{""name"":""Growth-Focused CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]},{""name"":""Overwhelmed Sales Manager"",""title_regex"":[""^(Sales Manager|Sales Mgr\\.).*$""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":1000000,""max"":10000000},""industries"":[""AI/ML"",""SaaS"",""Tech Services""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup"",""SaaS""],""technologies"":[""AI"",""ML""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""AI"",""ML"",""SaaS"",""Tech Services"",""Sales Process"",""Outbound"",""AI Solutions""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Tech-Forward CEO"",""Growth-Focused CTO"",""Overwhelmed Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,3,3,5,0,32.35422110557556,[]
2025-09-29T02:43:13.059367,db22f7f7,"Primary Persona: Tech-Forward CEO 
Company Size: 10-50 employees, $1-10M ARR 
Industry: AI/ML startups, SaaS companies, Tech services 
Pain Points: 
Manual sales processes consuming 40-60% of team time 
Inconsistent pipeline due to limited resources 
Difficulty scaling outbound without expanding headcount 
Need for 7x ROI improvement to compete with larger players 
Secondary Persona: Growth-Focused CTO 
Background: Technical leader juggling product development and revenue growth 
Challenges: 
Pressure to implement AI solutions that align with business outcomes 
Need to balance internal AI efficiency with customer-facing features 
Managing fragmented sales tech stack (average 10+ tools) 
Tertiary Persona: Overwhelmed Sales Manager 
Profile: Managing small sales teams (2-8 reps) with aggressive targets 
Key Issues: 
Lost deals due to delayed follow-ups (hours to days response time) 
Inability to personalize outreach at scale 
Lack of consistent lead scoring and prioritization
","{""personas"":[{""name"":""Tech-Forward CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive|Chief).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]},{""name"":""Growth-Focused CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]},{""name"":""Overwhelmed Sales Manager"",""title_regex"":[""^(Manager|Mgr\\.).*""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":1000000,""max"":10000000},""industries"":[""AI/ML"",""SaaS"",""Tech Services""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""AI"",""ML"",""SaaS""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""AI"",""ML"",""SaaS"",""Tech Services"",""Startup""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Tech-Forward CEO"",""Growth-Focused CTO"",""Overwhelmed Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,4,15,5,5,40.244715452194214,[]
2025-09-29T23:43:27.751095,f455530a,"Primary Persona: Tech-Forward CEO 
Company Size: 10-50 employees, $1-10M ARR 
Industry: AI/ML startups, SaaS companies, Tech services 
Pain Points: 
Manual sales processes consuming 40-60% of team time 
Inconsistent pipeline due to limited resources 
Difficulty scaling outbound without expanding headcount 
Need for 7x ROI improvement to compete with larger players 
Secondary Persona: Growth-Focused CTO 
Background: Technical leader juggling product development and revenue growth 
Challenges: 
Pressure to implement AI solutions that align with business outcomes 
Need to balance internal AI efficiency with customer-facing features 
Managing fragmented sales tech stack (average 10+ tools) 
Tertiary Persona: Overwhelmed Sales Manager 
Profile: Managing small sales teams (2-8 reps) with aggressive targets 
Key Issues: 
Lost deals due to delayed follow-ups (hours to days response time) 
Inability to personalize outreach at scale 
Lack of consistent lead scoring and prioritization
","{""personas"":[{""name"":""Tech-Forward CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive|Chief).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]},{""name"":""Growth-Focused CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]},{""name"":""Overwhelmed Sales Manager"",""title_regex"":[""^(Sales Manager|Sales Mgr\\.).*$""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":1000000,""max"":10000000},""industries"":[""AI/ML"",""SaaS"",""Tech Services""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup"",""SaaS""],""technologies"":[""AI"",""ML"",""Sales Tech""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""AI"",""ML"",""SaaS"",""Tech Services"",""Sales Process"",""Outbound Sales"",""AI Solutions"",""Sales Tech Stack""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Tech-Forward CEO"",""Growth-Focused CTO"",""Overwhelmed Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,4,8,5,0,31.125983715057373,[]
2025-09-29T23:59:02.679585,ccee94b0,"Primary Persona: Tech-Forward CEO 
Company Size: 10-50 employees, $1-10M ARR 
Industry: AI/ML startups, SaaS companies, Tech services 
Pain Points: 
Manual sales processes consuming 40-60% of team time 
Inconsistent pipeline due to limited resources 
Difficulty scaling outbound without expanding headcount 
Need for 7x ROI improvement to compete with larger players 
Secondary Persona: Growth-Focused CTO 
Background: Technical leader juggling product development and revenue growth 
Challenges: 
Pressure to implement AI solutions that align with business outcomes 
Need to balance internal AI efficiency with customer-facing features 
Managing fragmented sales tech stack (average 10+ tools) 
Tertiary Persona: Overwhelmed Sales Manager 
Profile: Managing small sales teams (2-8 reps) with aggressive targets 
Key Issues: 
Lost deals due to delayed follow-ups (hours to days response time) 
Inability to personalize outreach at scale 
Lack of consistent lead scoring and prioritization
","{""personas"":[{""name"":""Tech-Forward CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive|Chief).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]},{""name"":""Growth-Focused CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]},{""name"":""Overwhelmed Sales Manager"",""title_regex"":[""^(Manager|Mgr\\.).*$""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":1000000,""max"":10000000},""industries"":[""AI/ML"",""SaaS"",""Tech Services""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""AI"",""ML"",""SaaS""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""AI"",""ML"",""SaaS"",""Tech Services"",""Startup""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Tech-Forward CEO"",""Growth-Focused CTO"",""Overwhelmed Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,4,8,5,0,33.876731634140015,[]
2025-09-30T00:13:23.991294,6eaa5e6d,"Primary Persona: Tech-Forward CEO 
Company Size: 10-50 employees, $1-10M ARR 
Industry: AI/ML startups, SaaS companies, Tech services 
Pain Points: 
Manual sales processes consuming 40-60% of team time 
Inconsistent pipeline due to limited resources 
Difficulty scaling outbound without expanding headcount 
Need for 7x ROI improvement to compete with larger players 
Secondary Persona: Growth-Focused CTO 
Background: Technical leader juggling product development and revenue growth 
Challenges: 
Pressure to implement AI solutions that align with business outcomes 
Need to balance internal AI efficiency with customer-facing features 
Managing fragmented sales tech stack (average 10+ tools) 
Tertiary Persona: Overwhelmed Sales Manager 
Profile: Managing small sales teams (2-8 reps) with aggressive targets 
Key Issues: 
Lost deals due to delayed follow-ups (hours to days response time) 
Inability to personalize outreach at scale 
Lack of consistent lead scoring and prioritization
","{""personas"":[{""name"":""Tech-Forward CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive|Chief).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]},{""name"":""Growth-Focused CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]},{""name"":""Overwhelmed Sales Manager"",""title_regex"":[""^(Sales Manager|Sales Mgr\\.).*$""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":1000000,""max"":10000000},""industries"":[""AI/ML"",""SaaS"",""Tech Services""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""AI"",""ML""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""AI"",""ML"",""SaaS"",""Tech Services"",""Sales Processes"",""Pipeline"",""Outbound"",""ROI""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Tech-Forward CEO"",""Growth-Focused CTO"",""Overwhelmed Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,16,5,3,49.01760649681091,[]
2025-10-04T14:08:51.325560,1e758b00,"Primary Persona: Tech-Forward CEO 
Company Size: 10-50 employees, $1-10M ARR 
Industry: AI/ML startups, SaaS companies, Tech services 
Pain Points: 
Manual sales processes consuming 40-60% of team time 
Inconsistent pipeline due to limited resources 
Difficulty scaling outbound without expanding headcount 
Need for 7x ROI improvement to compete with larger players 
Secondary Persona: Growth-Focused CTO 
Background: Technical leader juggling product development and revenue growth 
Challenges: 
Pressure to implement AI solutions that align with business outcomes 
Need to balance internal AI efficiency with customer-facing features 
Managing fragmented sales tech stack (average 10+ tools) 
Tertiary Persona: Overwhelmed Sales Manager 
Profile: Managing small sales teams (2-8 reps) with aggressive targets 
Key Issues: 
Lost deals due to delayed follow-ups (hours to days response time) 
Inability to personalize outreach at scale 
Lack of consistent lead scoring and prioritization","{""personas"":[{""name"":""Tech-Forward CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive|Chief|Founder|Co-Founder).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]},{""name"":""Growth-Focused CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer|Chief Product Officer|CPO).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]},{""name"":""Overwhelmed Sales Manager"",""title_regex"":[""^(Sales Manager|Sales Manager|Sales Lead|Sales Director|Dir\\. Sales).*$""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":1000000,""max"":10000000},""industries"":[""AI/ML"",""SaaS"",""Tech Services""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup"",""SaaS""],""technologies"":[""AI"",""ML"",""Sales Automation""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""AI"",""ML"",""SaaS"",""Tech Services"",""Sales Automation""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Tech-Forward CEO"",""Growth-Focused CTO"",""Overwhelmed Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,11,49,4,3,332.4902412891388,[]
